,Sigma,Mu,Div
SA,0.5963641839930498,0.00027479481740504667,0.0
SAA,0.5022095476897495,0.0002674457644114331,0.48
SABR,0.5634787473466584,-0.0004480119239114319,0.0
SACH,0.5275559633604028,-0.00028575143083104526,14.9
SAFE,0.4278622245552116,0.0002945124545544089,2.54
SAFT,0.2789412392638871,0.0003708853755152936,4.82
SAGE,0.7190644461962127,0.00011119699377224315,0.0
SAH,0.5744786810689554,0.0003388196495205883,2.1
SAIA,0.4732787636269627,0.0006018972906652981,0.0
SAIC,0.3206585656495131,0.0005389472281976322,1.41
SAM,0.3859671827564612,0.0003612884681436437,0.0
SAMG,0.4124258280884434,0.00019274371751372204,4.36
SAN,0.3746229762696901,-4.951721372132413e-05,3.57
SANA,0.9223418255217788,-0.004551011450030476,0.0
SAND,0.5434443458944451,0.00016328875526122868,1.13
SANM,0.6174571488944975,0.0003546298240030883,0.0
SANW,0.5589424821802422,-0.0003125057704943124,0.0
SAP,0.3907725904851264,0.0002987735691928274,1.8
SAR,0.5118575544763639,-0.0004294165600565667,10.8
SARK,0.6743149441993209,0.0019947531220618716,31.19
SASI,1.4848217159393569,-0.0012725351511998118,0.0
SASR,0.3832523411985739,0.0002698631744195537,4.94
SATL,0.8489730604215026,-0.0026458272890402985,0.0
SATO,0.6870244907852556,-0.006021882368039986,8.5
SATS,0.33256712301599267,-0.00012169867135626813,0.0
SAVA,1.0410878398023704,-0.000291137521798117,0.0
SAVE,0.5326536697339916,0.00017906914053908348,0.0
SB,0.6717324595363144,-0.000509395260333114,5.42
SBAC,0.5896868942089339,0.000582727053084318,1.36
SBB,0.2712367279417896,-0.0006745216063840827,0.31
SBCF,0.4440758003875607,5.76197766659335e-05,2.77
SBEV,1.7716933629908151,-0.0004726103256287641,0.0
SBGI,0.5499791056100857,3.621719136729504e-05,6.85
SBH,0.47408641189736406,0.00011477829852240306,0.0
SBIO,0.3571131038615591,9.998482754665982e-05,0.06
SBLK,0.6466818630581296,-0.001071078128221457,10.67
SBNY,0.37570161114691764,0.0003761304359597043,4.0
SBOW,0.7272399540299105,-0.00011007393662522875,0.0
SBRA,0.6827915244666477,-0.00029147145220294356,10.4
SBS,0.4687554494890451,0.00033017330622014664,1.84
SBSI,0.3487048497589997,0.0002909036629286945,4.17
SBSW,0.6513555867971224,0.00022237733898595262,6.23
SBUX,0.3796247394261674,0.0007401387929236437,2.13
SCC,0.4125831677746131,-0.0012558300743828355,0.28
SCCO,0.4126444057132942,0.0004580824440328514,5.42
SCHA,0.22124382320959704,0.00036001090999630587,1.35
SCHB,0.18112297017525747,0.00039071629404968417,1.57
SCHC,0.19111194133568252,6.470759317159453e-05,1.73
SCHD,0.16173114496327692,0.0003928245804159943,3.58
SCHE,0.2136971481457767,-2.0772612397320602e-05,2.87
SCHF,0.18993624407226115,8.101200388302697e-05,2.68
SCHG,0.19957598730082263,0.0004388121479713984,0.5
SCHH,0.21157318260614585,0.0001419723112491827,2.55
SCHJ,0.05305163663124232,-7.594961372795393e-05,1.85
SCHK,0.21433968963227845,0.0002962293254010036,1.53
SCHL,0.36114936454722885,0.00013220193029990415,1.88
SCHM,0.20127660544199552,0.0003184557460250889,1.66
SCHN,0.4927808084363185,0.00021502877534859954,2.35
SCHO,0.011422872514417775,-1.1538381253654048e-05,1.76
SCHP,0.05741069267372594,1.055923693935856e-05,6.83
SCHR,0.04128407321139271,-4.969523200932414e-06,2.3
SCHV,0.17175438365091147,0.0002922779709700851,2.44
SCHW,0.44671012887066064,0.0006727334686181285,1.76
SCHX,0.17831723207082004,0.0003934905217259178,1.6
SCHY,0.15364124921882513,-0.0002666254630639766,3.58
SCHZ,0.04512102303746223,-3.1399610457827865e-05,2.68
SCI,0.40502869950682546,0.0003072377738335321,1.66
SCJ,0.20845738395531982,6.520194583185377e-05,1.15
SCL,0.3121171567054125,0.0003732339788973019,1.5
SCM,0.36803430774025336,-4.869824562682926e-05,11.21
SCO,0.9064633993902451,-0.0011503191177259604,0.0
SCOR,0.6193621537551115,-0.0007699188438973389,0.0
SCPH,0.8029076288849214,-0.0005254616621495489,0.0
SCPL,0.5106812458944161,5.7417937110242076e-05,0.0
SCS,0.4071227678508022,-0.0002491467221174737,5.47
SCSC,0.4442532101411083,0.00039090177985522036,0.0
SCTL,0.8087390946697013,-0.0007242795780022139,0.0
SCU,0.5254803016055346,-0.0009365816834090779,5.29
SCVL,0.5508239151728713,0.0002582001991027537,1.45
SCWX,0.5736100803273422,-0.00046519755760384665,0.0
SCYX,0.7385478946393762,-0.0018584435773366652,0.0
SCZ,0.22138270178978056,2.6006267718573128e-05,1.95
SD,0.7619098099494215,-8.621128617144984e-05,0.0
SDC,0.9687634737296186,-0.004636700492959215,0.0
SDD,0.5114753596085976,-0.0014603930064280646,0.33
SDEM,0.2176955616753377,-0.00032867354302228575,8.15
SDGR,0.7640501149303626,-0.0005838791665380381,0.0
SDIG,1.304442575386994,-0.013620917804020867,0.0
SDIV,0.19488353756514878,-0.00039044089764842606,14.36
SDOG,0.1881897416965997,0.00026473327915186673,4.0
SDOW,0.7511067513637786,-0.002037000977126817,0.32
SDP,0.4111651880790583,-0.0012497058402255133,0.49
SDRL,0.38708115943099936,0.003931958083098737,0.0
SDS,0.40165390781847127,-0.001170055678252678,0.35
SDVY,0.27716506711289,0.0002072441237468376,2.25
SDY,0.20241378875096785,0.00019554646322324665,2.63
SE,0.6705623842784938,0.000889909972184122,0.0
SEA,0.3463940663507807,-0.0015646828208898307,17.71
SEAC,0.7196151398602263,-0.0004984429096205802,0.0
SEAS,0.49329702698137023,0.00019145568222904096,0.0
SEAT,0.6030678367592852,-0.001980475674916352,0.0
SECO,0.7813063840413874,-0.0030027081315539255,0.0
SECT,0.2223081470912512,0.0003241973016386871,0.84
SEDG,0.6392860525862946,0.0013375596781727086,0.0
SEE,0.35166340833308884,0.0003563336242103223,1.77
SEEL,1.175781602290944,-0.0015907881874978006,0.0
SEER,0.9653968805017873,-0.004367897228737321,0.0
SEF,0.3031983346857655,-0.0006548294362576639,0.37
SEIC,0.3667710754172356,0.0005252911744673635,1.54
SELB,0.9288463870758766,-0.0015318561783997618,0.0
SELF,0.2878700334258937,-8.287645149533023e-05,5.63
SEM,0.4263034923368073,0.0002696938445520274,1.99
SEMR,0.7342675610804021,-0.0012131255199632396,0.0
SENS,0.8676183897468447,-0.0006499413019666428,0.0
SENT,0.203714235059935,-0.00026973068724308035,0.0
SES,0.7393580374440345,-0.0026454811884930093,0.0
SESN,1.2276618872911504,-0.0012848199286346568,0.0
SEV,1.0967303734602765,-0.013017612665024401,0.0
SEVN,0.3166432820004607,-0.00027663085775865375,13.33
SF,0.3762705629958626,0.000495628008032661,2.44
SFBS,0.3219257376556165,0.00072764928648152,1.99
SFE,0.5895171564278007,-4.7032040577210184e-05,0.0
SFIX,0.8348674573968428,-0.001230285792009293,0.0
SFL,0.42442943431209795,-9.91999234990931e-05,9.6
SFM,0.37139694979084825,-9.042330664606628e-05,0.0
SFNC,0.35394685376301727,0.00032408863881836007,4.22
SFT,0.7225239615661891,-0.004646652352350531,0.0
SFY,0.22611946274212405,0.0003021612512391849,1.56
SFYF,0.35480539287965845,-3.2868021329624445e-05,1.06
SFYX,0.26414684882974954,0.00010132007857703215,1.55
SG,0.9337248170294837,-0.00626323204490976,0.0
SGBX,1.1886776871375924,-0.003072775036840051,0.0
SGC,0.3705221809469794,0.0001147488024510077,5.59
SGDJ,0.4308732194223406,0.00010017205948135909,2.4
SGDM,0.39787859071748366,5.909573140461687e-06,1.37
SGEN,0.5269781150432921,0.0004948871202765568,0.0
SGFY,0.637377623716866,-0.0002029222357468251,0.0
SGG,0.26784915080602856,0.00019368823019748647,0.0
SGH,0.6279717038685054,0.0005628533846839097,0.0
SGHC,0.5866473035407777,-0.0022280812785286292,0.0
SGHT,0.8166485490992536,-0.0027352036519896128,0.0
SGLY,1.133597541183711,-0.0013902055640107143,0.0
SGML,0.5830947201909644,0.0026024415476395904,0.0
SGMO,0.8279224669593284,-0.00027412331781848527,0.0
SGOL,0.15789292511298997,0.00016954711793698996,0.0
SGRY,0.7012432361789632,0.0002096128209709922,0.0
SGTX,0.9275573395321659,-0.00882699542294984,0.0
SGU,0.48969338778604155,-8.843510762348066e-05,4.88
SH,0.20496701657793165,-0.0005180344988944263,0.32
SHAK,0.5326642781335489,-5.0175086289201695e-05,0.0
SHBI,0.42735227221385386,0.00010162937333940461,3.29
SHC,0.5816575865269501,-0.002081140404369666,0.0
SHCR,0.7656135237084161,-0.0034745823810507976,0.0
SHE,0.19838949664246724,0.000164443160596522,1.52
SHEL,0.29019205354397565,9.45539750992637e-05,3.89
SHEN,0.48224016651213697,0.00036217494260201716,0.42
SHLS,0.8230851382267559,-0.000599834284190999,0.0
SHM,0.04100472629778018,1.0208375148276423e-05,0.74
SHO,0.48089184242479976,-0.00012341041738594727,2.06
SHOO,0.5491856176203546,0.0004730524333812267,2.38
SHOP,0.6151221314248395,0.0015726796268956257,0.0
SHPW,0.5850646573620581,-0.0036540836767485845,0.0
SHV,0.005273566328439368,2.775689073329173e-06,1.98
SHW,0.2820429663154752,0.0005308394167870247,1.12
SHY,0.015256895730451284,3.837160642665171e-07,1.62
SHYF,0.5859266718485043,0.0004225841151714844,0.84
SHYG,0.06660269295674426,-8.620479550052033e-05,5.85
SI,0.9907791520532248,0.0004155843207858454,0.0
SIBN,0.5813845224543103,-0.0003673515454815955,0.0
SID,0.6010237398102961,0.00014448750447217524,6.5
SIEB,0.7866750805704423,-8.739343965168601e-05,0.0
SIEN,0.8712893856951796,-0.0021453318290253457,0.0
SIFY,0.9135157734881236,-0.0005874907116886381,0.0
SIG,0.7551354136080193,-2.5654465318231356e-05,1.16
SIGA,0.9463328167704258,4.5739026321698886e-05,0.0
SIGI,0.32613780880266646,0.0003511598155345866,1.26
SII,0.43661573953146027,-5.323382719930631e-05,2.81
SIJ,0.5115296145900284,-0.0014031339925717817,0.16
SIL,0.40801908370831935,-0.00014100050607814352,0.48
SILJ,0.478682841044626,-0.00025893908769558416,0.06
SILK,0.5900567097060182,0.0004018570467044366,0.0
SILV,0.6481085529297576,0.0009095749065167546,0.0
SILX,0.8674489922581446,-0.0034592391843384874,0.0
SIMO,0.5381541090926002,0.00041372177073822913,0.0
SIMS,0.279083198813158,6.559805830375553e-05,1.44
SIOX,1.0916390445327275,-0.00331566434667938,0.0
SIRI,0.7740897044612238,3.273287286048452e-05,2.76
SITC,0.45577503680351705,-3.7617339241802255e-05,4.18
SITE,0.43585461439205986,0.000886514602306065,0.0
SITM,0.8874806170401047,0.0026261699051494426,0.0
SIVB,0.4889200707158036,0.0005454625772282806,0.0
SIVR,0.2934998537614665,0.00014818137514435807,0.0
SIX,0.4159019920654956,0.00027302477129236767,0.0
SIZE,0.181958838198496,0.00033502811083420907,1.59
SJB,0.09160852445507324,-0.00025107604551348884,0.46
SJI,0.23230626715028418,0.00023323443629061735,0.0
SJM,0.2501040246320946,0.0002676141719438696,2.69
SJNK,0.06374920182700651,-7.707541683057004e-05,6.2
SJR,0.29097472119329404,0.0002788633075278605,3.01
SJT,0.38640468689711366,4.094545137031425e-05,17.54
SJW,0.2936853049276681,0.0003468243919977145,1.99
SKE,1.286227288111424,-0.00018384647425318814,0.0
SKF,0.58848496409858,-0.0013524653073516948,0.03
SKIL,0.44174512948507444,-0.0023470179084630525,0.0
SKIN,0.7093867603619862,-0.00033137983834340996,0.0
SKLZ,0.938770448905323,-0.004399043436642689,0.0
SKM,0.4217211532288914,-2.8338826122467518e-05,0.0
SKT,0.33387573783914215,0.00014149911737136868,4.9
SKX,0.5618685528399774,0.0004168433280270052,0.0
SKY,0.4767512827162325,0.00014739318343460619,0.0
SKYH,0.9379219499007263,-0.002565764408203141,0.0
SKYT,1.1443207026685915,-0.0021362609845464193,0.0
SKYU,0.7118543537622827,-0.0027672056518496402,0.0
SKYW,0.5443506470605683,0.00032088457720751037,0.0
SKYX,1.6909578012789483,-0.0069420134790053305,0.0
SKYY,0.24396213457842394,0.0003608464645155659,0.22
SLAB,0.5231122189107935,0.00011707084673315266,0.0
SLAC,0.036554517813628805,6.434838713880735e-05,0.0
SLB,0.3687478041490769,0.00017660797294769104,2.03
SLCA,0.7384996863602297,-8.98653359779851e-05,0.0
SLDB,1.3410841019731123,-0.0033394006771698998,0.0
SLDP,0.7165313364512831,-0.003350662657657932,0.0
SLF,0.3146320696927572,0.0002791769266220648,4.56
SLG,0.41986251337851865,3.7476881477179075e-05,11.61
SLGC,0.6914796177130249,-0.004006342683195072,0.0
SLGG,1.0831873430403196,-0.003439854488477323,0.0
SLGL,0.6659047749785978,-0.0008857591484297945,0.0
SLGN,0.35744605601783874,0.00045007607582513804,1.38
SLI,0.8877133168762485,0.0004088890440195301,0.0
SLM,0.42706671021174847,0.000277618365684325,3.52
SLNH,1.309577791554399,-0.0009217811933280268,0.0
SLNO,1.0744239367795683,-0.0024390158420488643,0.0
SLP,0.8634846116923977,0.0005104674798036068,0.57
SLQD,0.03283797797127416,-1.8620092598942302e-05,2.19
SLQT,0.9961337254773813,-0.005612969328184376,0.0
SLRC,0.2887216636279657,-7.940966202417295e-05,11.19
SLS,1.189606798570709,-0.0031659383773998285,0.0
SLV,0.3194465445725333,0.00011110370478081331,0.0
SLVM,0.5523492602865174,0.0020766935209060177,2.12
SLVP,0.4123699006238547,-0.000325198758626643,0.64
SLX,0.40261055209386354,7.757927429261717e-05,4.53
SLY,0.26286273201805455,0.00026228202531735994,1.47
SLYG,0.2451695207847967,0.00019370998499181744,1.18
SLYV,0.23441769343980923,0.0002572953833675206,1.44
SM,0.6271141975361696,0.0003356084897912259,2.11
SMAR,0.6086812183567974,0.0005962102055358685,0.0
SMB,0.05266799993199291,6.309180467909412e-06,1.4
SMBC,0.3381297877364182,0.00039877704563187085,2.13
SMBK,0.6457315685628398,9.161852398720137e-05,1.44
SMCI,0.532580304808459,0.0005639470934466759,0.0
SMDD,0.8261694267483459,-0.0023145588736538034,0.14
SMDV,0.20632143482654516,0.00021534762883117998,2.52
SMFG,0.3445870985250213,-0.0002410519743897923,4.15
SMG,0.3249731041885842,0.00018931846969382694,3.53
SMH,0.34857515332474104,0.00012692818465937747,0.98
SMHI,0.7200646741647057,-0.0005764835348202856,0.0
SMIN,0.2571878490021625,0.000257563053986027,0.0
SMLP,0.6707918605416787,-0.0011409250497909505,0.0
SMLV,0.19928669815398412,0.00023831379438872213,2.46
SMMD,0.2432432451027274,0.00021147151931260534,1.77
SMMF,0.4549472562985916,0.0002910739745577915,3.67
SMMT,1.0886070066033324,-0.0004436772314150402,0.0
SMN,0.6136014915096439,-0.0015561629612093123,0.44
SMOG,0.33796977702504183,-2.1183909966653834e-05,1.27
SMOT,0.27120655126598037,0.0008532153138561712,0.23
SMP,0.43592842006982385,9.923476807835578e-05,3.27
SMPL,0.3833212512133801,0.0008358468406186543,0.0
SMR,0.5149935539518569,9.329694629289418e-05,0.0
SMRT,0.8463714543795461,-0.004697104014598363,0.0
SMSI,1.015821520044754,-0.00048311336602563766,0.0
SMTC,0.6269338094880714,0.0005782272709725158,0.0
SMWB,0.6952600257985974,-0.002964022667094002,0.0
SNA,0.28051727446883434,0.00028150709843436283,2.69
SNAP,0.7785334351016254,-0.0006849577453839497,0.0
SNBR,0.7638301661222472,0.00010706347465856003,0.0
SNCR,0.6691453261038927,-0.0006382841045320146,0.0
SNCY,0.5467133360382883,-0.0018367677165714938,0.0
SND,0.800209261714925,-0.0011723321376276815,0.0
SNDL,1.3615185228379747,-0.0043009658000884585,0.0
SNDR,0.3101486697756047,0.0001442500186254101,1.37
SNDX,0.7613997005517344,0.0004368443481618276,0.0
SNEX,0.798586879918785,0.0005344488021021374,0.0
SNLN,0.05052896842210596,-0.000125638551739282,6.23
SNN,0.28335246600925246,0.00023750634296442318,3.19
SNOW,0.6904016993552293,-0.000988639366401064,0.0
SNPE,0.23444746312008113,0.0003650352478906817,1.6
SNPO,0.6463232406213999,-0.0021816266921406793,0.0
SNPS,0.40303911225874195,0.0004765002088509159,0.0
SNSR,0.2503988440878148,0.0004064967811302328,0.74
SNT,0.6659502564367895,-0.00026652313345396707,0.0
SNV,0.428913257825584,0.00015420553814437108,4.94
SNX,0.37454636607534836,0.0005389483692440466,1.52
SNY,0.2701804416091767,9.426932822784839e-05,4.05
SO,0.2019896432559494,0.0002505184384092498,4.11
SOCL,0.27015648130016273,0.0002619854715012365,0.35
SOFI,0.8360425485146491,-0.0019386614544516674,0.0
SOGU,0.6424835023976955,0.0005302986654914,6.04
SOHU,0.6448279547500426,9.405047558384384e-06,0.0
SOI,0.5717989906982148,-0.00010650101810560641,4.79
SOL,0.8733104733803996,-0.0007091819336098984,0.0
SOLO,1.1957795743040667,-0.0012534307062566832,0.0
SON,0.27082906150818364,0.00015905147203814618,3.4
SOND,0.9018766767386456,-0.004557950889827192,0.0
SONO,0.5996925364150868,-0.00014753241319115184,0.0
SONY,0.33471190804975653,0.00012396068169221727,0.0
SOS,1.3524527514274653,-0.0049451395889463425,0.0
SOUN,1.7953060318445015,-0.008493667557250043,0.0
SOVO,0.4384443482944677,0.00019053933641868372,0.0
SOXL,0.8578963030090448,0.0008321818566001006,0.68
SOXQ,0.3760116808978265,-0.0006085563662381259,1.13
SOXS,0.8663385476720937,-0.004062276802726577,0.33
SOXX,0.328207263379754,0.00029003733149617707,1.05
SOYB,0.18931178720036992,5.253248736304064e-05,0.0
SP,0.37218504812706066,0.00035669399613765657,0.0
SPAB,0.06368279737495929,-1.105787277670239e-05,2.68
SPB,0.6179244802189832,-7.719403100575511e-05,2.76
SPBO,0.0758909351094454,-2.138508347039385e-05,3.79
SPC,0.0324530676875934,0.00010073064485988812,0.89
SPCE,0.7644908403537319,-0.0008059781863458575,0.0
SPCX,0.10107410828482591,-4.8810985448199335e-05,1.48
SPD,0.15114124141410248,-4.129985215073759e-05,1.64
SPDN,0.19459615892254054,-0.0005405119189738804,0.95
SPDW,0.22986332123127268,-2.4298043192363416e-05,2.99
SPEM,0.2617088101394085,3.497491385411099e-05,3.37
SPEU,0.22693341499600153,5.6566862847564184e-05,2.88
SPFF,0.12397780481958622,-0.0001793142281896378,7.15
SPG,0.34765592438329246,0.00023616656116310435,6.42
SPGI,0.2799978324955287,0.00046102356864671963,1.08
SPGM,0.18482067813877892,0.00022692872196226367,2.31
SPGP,0.20164460752320207,0.0004934220267063641,1.22
SPH,0.2612838737727943,-4.447100267511466e-05,8.65
SPHB,0.2807273802880073,0.0003227392714348657,0.67
SPHD,0.17294524669606792,0.00021853310903624854,4.16
SPHQ,0.20146845422402065,0.00024136841136163415,1.8
SPHY,0.08548323551108643,-4.8423371759597194e-05,6.65
SPI,1.9577471117414742,-0.0030049402042268544,0.0
SPIB,0.0456841917180363,1.2229958534016851e-05,2.93
SPIP,0.07057687329587799,1.781356964133383e-05,6.47
SPIR,0.8768381918893241,-0.004259572528025686,0.0
SPKX,0.48275281174802015,-0.00147144685841301,0.0
SPKY,0.7195359223932527,-0.002600690785591738,0.0
SPLB,0.12195620092145194,2.5852920782704558e-05,4.51
SPLG,0.19064753056104045,0.0002672668632289736,1.65
SPLK,0.48001094864896476,0.0003291585865549029,0.0
SPLV,0.15434655543585338,0.00032272631298031404,2.26
SPMB,0.07028444006020786,-4.9942442924250286e-05,2.98
SPMD,0.210555738379688,0.00020380032544507656,1.62
SPMO,0.20444280839996204,0.0004470500648956588,1.77
SPNE,-0.0,,0.0
SPNS,0.6569483034292978,-9.933426929320725e-05,3.58
SPNT,0.3169063774641637,-0.000336553066032424,0.0
SPOK,0.38587700890295845,-0.0003309262189257206,11.78
SPOT,0.5056729092598231,-0.000531102574310725,0.0
SPPI,0.8537176166402486,-0.000895291403564752,0.0
SPR,0.4853339743883671,1.100229480452352e-05,0.0
SPRO,0.9773889091075825,-0.0014593417687475962,0.0
SPRU,0.7780708736505012,-0.002819821903578902,0.0
SPRY,0.7696539995033737,-0.0020638896250849896,0.0
SPSB,0.0283966782747008,-6.791719716273017e-06,2.31
SPSC,0.3752483020803699,0.000919418432905125,0.0
SPSM,0.22265643086290832,0.000255117758648851,1.36
SPT,0.8188793160896731,0.001595996986006831,0.0
SPTI,0.045023690661039034,1.7789247669248962e-05,1.68
SPTL,0.13757917923307636,3.6594680046004246e-05,2.73
SPTM,0.20010411085922433,0.00019535141023539914,1.65
SPTN,0.5104883326213805,0.00017633773011908353,3.4
SPTS,0.032149830507641745,-1.3761961299333596e-05,1.64
SPUU,0.37197249394388693,0.0003967462716424344,0.88
SPVM,0.19887918691505574,0.00031534874071713624,2.46
SPVU,0.2315140873607208,0.0002621081521048798,2.58
SPWH,0.5148737446066852,-1.6192676837578843e-05,0.0
SPWR,0.7253239484560354,1.8251226147805915e-05,0.0
SPXC,0.3973875136817951,0.0003480306212792165,0.0
SPXE,0.18303465536850225,0.0003872293851478761,1.45
SPXL,0.5822749249158576,0.0007529444226450938,0.33
SPXN,0.18478089469635645,0.0003886348282420788,1.31
SPXS,0.5696480656350541,-0.0024378089918535685,0.92
SPXT,0.1737902180765466,0.00029137588314098414,1.88
SPXU,0.5264405368624636,-0.0021922867395653173,0.4
SPXV,0.18746981357724143,0.0003690063075425501,1.6
SPY,0.1898286620123333,0.0002871635622110459,1.61
SPYD,0.2185640784422071,0.0001461544292228994,5.32
SPYG,0.2210436064297852,0.00013281785109654396,0.99
SPYV,0.19258146032286474,0.0001529736893836733,2.2
SPYX,0.19185949426946333,0.0003443558987834258,1.38
SQ,0.6006671374781313,0.0008772471014127478,0.0
SQFT,0.7097141983825357,-0.0028066718677916282,8.0
SQM,0.39219185163157844,0.0004693906025871955,15.3
SQNS,0.7664250525530104,-0.000783901929659371,0.0
SQQQ,0.61758968270443,-0.002810859967224268,0.38
SQSP,0.7406533160765567,-0.0016604492406206085,0.0
SQZ,0.8445896983387392,-0.005293766297850756,0.0
SR,0.2333644312515229,0.00016649787386296136,4.13
SRAD,0.7047920915548057,-0.002820479271093835,0.0
SRAX,1.0278954796086626,-0.0004706821302135193,0.0
SRC,0.3360199918114846,4.751402131566831e-05,6.69
SRCE,0.38324277972343573,0.0003018811483399455,2.73
SRCL,0.3792709209836531,0.00046306217084796553,0.0
SRDX,0.4868652308339969,0.0003405481106837825,0.0
SRE,0.2532454140369394,0.0002737286398195216,3.24
SRET,0.2729299353530982,-0.0003777931527771534,8.17
SRG,0.6741386310215064,-0.0006057118478767766,0.0
SRGA,0.6622902306796519,-0.0009509274663763648,0.0
SRI,0.5858630201216852,1.183353516874869e-05,0.0
SRL,0.5078506506204729,-7.81567318020872e-06,10.16
SRLN,0.06165993270750959,-8.251494009703622e-05,6.1
SRNE,2.498550807122435,-0.0020713136346794557,0.0
SRPT,0.8919267708963129,0.00018653671260258705,0.0
SRRK,0.9543120532179801,-0.00043634319716295307,0.0
SRS,0.6145445977567299,-0.0015254624542822364,0.3
SRT,0.602421703679681,-0.0002170235237993442,0.0
SRTS,0.7307530390700724,0.00014675149538262411,0.0
SRTY,0.6678218250502924,-0.0024506653504180486,0.17
SRVR,0.2373971410463127,0.00013904897152585875,1.7
SSB,0.36407525015919506,0.0002778164168753873,2.65
SSD,0.355331704642497,0.0004688006936423189,1.0
SSG,0.7769028795028091,-0.0020974679428357435,0.55
SSL,0.47646718614310546,0.000178474249350608,5.86
SSNC,0.3012565288632788,0.000601736141072825,1.46
SSO,0.40077097487165975,0.00038551047130588255,0.5
SSP,0.6357053666233686,-0.00010512743013705827,0.0
SSRM,0.6362711116997608,0.00020073425198527124,2.05
SSSS,0.48575594916466647,-0.0004579858797748753,0.0
SST,0.6746406134277149,-0.0012568717660314654,13.37
SSTI,0.6225816870670069,0.0006102066167379114,0.0
SSTK,0.46180067876910685,0.0003459850948349081,1.53
SSUS,0.1937886639126558,0.0002647138976811077,0.61
SSYS,0.6230037429326053,0.0002764645745450522,0.0
ST,0.30987200398166903,0.0002420353200781401,0.91
STAA,0.6897930458345861,0.00014687959279909187,0.0
STAB,1.4182461791135328,-0.011450766522128323,0.0
STAG,0.2743200221356066,0.0003290976875973057,4.54
STAR,0.8306758013826241,-0.00029830477504839845,0.0
STBA,0.3435398372555696,0.0002518779852775634,3.85
STC,0.4180482598669873,0.00024124385183230023,4.7
STCN,0.7968700678511937,-2.102284240340441e-05,0.0
STE,0.39807430736713273,0.0005834319727258639,1.05
STEL,0.4185851228898954,1.9928839036586546e-05,2.0
STEM,1.0050790630351822,-0.00014543729696527222,0.0
STEP,0.42916602132259524,1.2433649684173709e-05,3.41
STER,0.6033629456881714,-0.0017288237205647355,0.0
STGF,0.109906055765825,-0.0008618335553259292,3.91
STGW,0.5860771648759351,-3.630222725979881e-05,0.0
STIM,0.9030671944952134,-0.0012309711651693987,0.0
STIP,0.024765423387223883,-9.928078660384891e-06,5.64
STKH,0.9304136579556841,-0.005017104361312884,0.0
STKL,0.9262144798615934,0.00017318199162019512,0.0
STKS,0.6571632969074073,0.00010784496091402761,0.0
STLA,0.439405634375233,0.000503992264542425,8.2
STLD,0.48313755359897315,0.000463341623484092,1.46
STM,0.4657924629840447,0.0003200170026496986,0.5
STN,0.3238411422935504,0.0004219134014691565,0.98
STNE,0.7954826782110344,-0.0011409299843541233,0.0
STNG,0.5281620264110134,-0.0002642125638587461,1.35
STOK,0.7746494656485031,-0.0011436147906269528,0.0
STOR,0.3275018328235712,0.00024336501441347462,0.0
STPZ,0.028972370613386422,-5.956739948853257e-07,5.5
STR,0.5599382822432297,-0.00021818750112387084,10.98
STRA,0.44634060821376326,0.0003593871811697143,2.83
STRL,0.7880515447470825,0.00032468942485564965,0.0
STRO,0.768065647282055,-0.0005894622688555943,0.0
STSA,1.5299750775653649,-0.0035290904229911342,0.0
STT,0.4069191717046112,0.00033128718070018516,3.28
STTK,0.8132671545877864,-0.003803184530333815,0.0
STVN,0.5162514530498226,-0.00024562764590992504,0.24
STWD,0.28060434646261806,3.800578191468208e-05,10.54
STX,0.461145764836313,0.00030122012519313726,4.59
STXS,0.8975110224430425,-0.0007647556448683349,0.0
STZ,0.33678718580084066,0.000646311876734122,1.49
SU,0.7678232711878359,0.0005883530472200419,4.81
SUI,0.27694393404557754,0.000267143615786162,2.68
SUM,0.5141507334782017,0.00016973761316879608,0.0
SUMO,0.659220095080648,-0.0020824971799653647,0.0
SUN,0.35816370983835233,0.0002443733456695268,7.63
SUNL,1.0419287946934184,-0.004367552502935323,0.0
SUNW,1.6373790171243796,-0.0007575935405461912,0.0
SUP,0.43992054952419285,-2.6693371032551393e-05,0.0
SUPL,0.2673586802701025,-0.0009414599075629501,2.83
SUPN,0.5821839935392267,0.0007052074714443188,0.0
SUPV,0.7340139107365862,-0.0010037447622669277,0.0
SURF,0.9602334011217163,-0.002355125064116224,0.0
SURG,1.116499265247249,-0.0017668154794216468,0.0
SUSA,0.1890217813863938,0.00026483674442327076,1.49
SUSB,0.042746596465276246,-4.0493462539793976e-05,1.94
SUSL,0.2306863932933769,0.00034422497046888366,1.53
SVAL,0.25094609534244944,0.0006922440349887383,2.18
SVC,0.41099304654177743,-0.00017956172189688763,7.74
SVFA,0.12486765162431429,-0.0003781978175230865,0.0
SVFAU,0.14422467767657735,-0.0003453119381866736,0.0
SVIX,0.6328595570826074,-4.6466253123226594e-05,0.0
SVM,0.6113146617056544,-6.003056205673842e-05,0.79
SVRA,1.069352005565031,-0.0012119951230992996,0.0
SVVC,0.39682075596502686,-0.001036755896730142,0.0
SVXY,0.7720596322436862,0.00036238898359534233,0.0
SWAN,0.14057449224321825,-2.3604100605189862e-05,2.08
SWAR,0.7427941346515781,-0.0038863115535439493,0.0
SWAV,0.6374705774285633,0.002019362851631774,0.0
SWBI,0.7736763806793224,0.0004018243327047174,3.66
