,Loss,S1,S2,S2_Call,S1_Call,S2_Put,S1_Put,Date,Symbol
40,-1538.5000000000002,160.0,167.5,0.005,-4.425000000000001,-3.4699999999999998,0.005,2023-04-06,AAPL
106,-1538.5000000000002,160.0,167.5,0.005,-4.425000000000001,-3.4699999999999998,0.005,2023-04-14,AAPL
179,-1528.5,162.5,170.0,0.005,-2.095,-5.7,0.005,2023-04-21,AAPL
47,-1528.5,162.5,170.0,0.005,-2.095,-5.7,0.005,2023-04-06,AAPL
245,-1528.5,162.5,170.0,0.005,-2.095,-5.7,0.005,2023-04-28,AAPL
113,-1528.5,162.5,170.0,0.005,-2.095,-5.7,0.005,2023-04-14,AAPL
13,-1525.0,152.5,160.0,4.425000000000001,-12.175,-0.005,0.005,2023-04-06,AAPL
79,-1525.0,152.5,160.0,4.425000000000001,-12.175,-0.005,0.005,2023-04-14,AAPL
145,-1525.0,152.5,160.0,4.425000000000001,-12.175,-0.005,0.005,2023-04-21,AAPL
211,-1525.0,152.5,160.0,4.425000000000001,-12.175,-0.005,0.005,2023-04-28,AAPL
308,-1480.9999999999998,107.0,114.0,0.005,-2.27,-5.55,0.005,2023-04-06,GOOGL
506,-1480.9999999999998,107.0,114.0,0.005,-2.27,-5.55,0.005,2023-04-28,GOOGL
440,-1480.9999999999998,107.0,114.0,0.005,-2.27,-5.55,0.005,2023-04-21,GOOGL
374,-1480.9999999999998,107.0,114.0,0.005,-2.27,-5.55,0.005,2023-04-14,GOOGL
200,-1472.5,150.0,157.5,7.475,-14.7,-0.005,0.005,2023-04-28,AAPL
2,-1472.5,150.0,157.5,7.475,-14.7,-0.005,0.005,2023-04-06,AAPL
68,-1472.5,150.0,157.5,7.475,-14.7,-0.005,0.005,2023-04-14,AAPL
134,-1472.5,150.0,157.5,7.475,-14.7,-0.005,0.005,2023-04-21,AAPL
53,-1454.0,165.0,172.5,0.005,-0.005,-7.5,0.45999999999999996,2023-04-06,AAPL
119,-1454.0,165.0,172.5,0.005,-0.005,-7.5,0.45999999999999996,2023-04-14,AAPL
185,-1454.0,165.0,172.5,0.005,-0.005,-7.5,0.45999999999999996,2023-04-21,AAPL
251,-1454.0,165.0,172.5,0.005,-0.005,-7.5,0.45999999999999996,2023-04-28,AAPL
402,-1449.0,103.0,110.0,0.005,-5.8,-1.7000000000000002,0.005,2023-04-21,GOOGL
270,-1449.0,103.0,110.0,0.005,-5.8,-1.7000000000000002,0.005,2023-04-06,GOOGL
336,-1449.0,103.0,110.0,0.005,-5.8,-1.7000000000000002,0.005,2023-04-14,GOOGL
468,-1449.0,103.0,110.0,0.005,-5.8,-1.7000000000000002,0.005,2023-04-28,GOOGL
256,-1445.5000000000002,167.5,175.0,0.005,-0.005,-10.425,3.4699999999999998,2023-04-28,AAPL
190,-1445.5000000000002,167.5,175.0,0.005,-0.005,-10.425,3.4699999999999998,2023-04-21,AAPL
124,-1445.5000000000002,167.5,175.0,0.005,-0.005,-10.425,3.4699999999999998,2023-04-14,AAPL
58,-1445.5000000000002,167.5,175.0,0.005,-0.005,-10.425,3.4699999999999998,2023-04-06,AAPL
128,-1439.9999999999998,170.0,177.5,0.005,-0.005,-12.6,5.7,2023-04-14,AAPL
62,-1439.9999999999998,170.0,177.5,0.005,-0.005,-12.6,5.7,2023-04-06,AAPL
194,-1439.9999999999998,170.0,177.5,0.005,-0.005,-12.6,5.7,2023-04-21,AAPL
260,-1439.9999999999998,170.0,177.5,0.005,-0.005,-12.6,5.7,2023-04-28,AAPL
281,-1414.0,104.0,111.0,0.005,-4.25,-2.9000000000000004,0.005,2023-04-06,GOOGL
413,-1414.0,104.0,111.0,0.005,-4.25,-2.9000000000000004,0.005,2023-04-21,GOOGL
347,-1414.0,104.0,111.0,0.005,-4.25,-2.9000000000000004,0.005,2023-04-14,GOOGL
479,-1414.0,104.0,111.0,0.005,-4.25,-2.9000000000000004,0.005,2023-04-28,GOOGL
902,-1402.5000000000002,91.0,98.0,0.005,-1.4849999999999999,-5.550000000000001,0.005,2023-04-14,AMD
1034,-1402.5000000000002,91.0,98.0,0.005,-1.4849999999999999,-5.550000000000001,0.005,2023-04-28,AMD
836,-1402.5000000000002,91.0,98.0,0.005,-1.4849999999999999,-5.550000000000001,0.005,2023-04-06,AMD
968,-1402.5000000000002,91.0,98.0,0.005,-1.4849999999999999,-5.550000000000001,0.005,2023-04-21,AMD
630,-1401.5,100.0,107.0,0.005,-2.05,-4.975,0.005,2023-04-14,AMZN
1017,-1401.5,89.0,96.0,0.005,-3.475,-3.55,0.005,2023-04-28,AMD
960,-1401.5,90.0,97.0,0.005,-2.475,-4.550000000000001,0.005,2023-04-21,AMD
696,-1401.5,100.0,107.0,0.005,-2.05,-4.975,0.005,2023-04-21,AMZN
762,-1401.5,100.0,107.0,0.005,-2.05,-4.975,0.005,2023-04-28,AMZN
1026,-1401.5,90.0,97.0,0.005,-2.475,-4.550000000000001,0.005,2023-04-28,AMD
819,-1401.5,89.0,96.0,0.005,-3.475,-3.55,0.005,2023-04-06,AMD
564,-1401.5,100.0,107.0,0.005,-2.05,-4.975,0.005,2023-04-06,AMZN
828,-1401.5,90.0,97.0,0.005,-2.475,-4.550000000000001,0.005,2023-04-06,AMD
885,-1401.5,89.0,96.0,0.005,-3.475,-3.55,0.005,2023-04-14,AMD
894,-1401.5,90.0,97.0,0.005,-2.475,-4.550000000000001,0.005,2023-04-14,AMD
951,-1401.5,89.0,96.0,0.005,-3.475,-3.55,0.005,2023-04-21,AMD
930,-1400.0,87.0,94.0,0.005,-5.475,-1.535,0.005,2023-04-21,AMD
864,-1400.0,87.0,94.0,0.005,-5.475,-1.535,0.005,2023-04-14,AMD
996,-1400.0,87.0,94.0,0.005,-5.475,-1.535,0.005,2023-04-28,AMD
798,-1400.0,87.0,94.0,0.005,-5.475,-1.535,0.005,2023-04-06,AMD
545,-1399.5,98.0,105.0,0.005,-4.075,-2.9299999999999997,0.005,2023-04-06,AMZN
743,-1399.5,98.0,105.0,0.005,-4.075,-2.9299999999999997,0.005,2023-04-28,AMZN
611,-1399.5,98.0,105.0,0.005,-4.075,-2.9299999999999997,0.005,2023-04-14,AMZN
677,-1399.5,98.0,105.0,0.005,-4.075,-2.9299999999999997,0.005,2023-04-21,AMZN
809,-1399.0,88.0,95.0,0.005,-4.475,-2.5250000000000004,0.005,2023-04-06,AMD
1007,-1399.0,88.0,95.0,0.005,-4.475,-2.5250000000000004,0.005,2023-04-28,AMD
941,-1399.0,88.0,95.0,0.005,-4.475,-2.5250000000000004,0.005,2023-04-21,AMD
875,-1399.0,88.0,95.0,0.005,-4.475,-2.5250000000000004,0.005,2023-04-14,AMD
704,-1397.0,101.0,108.0,0.005,-1.0050000000000001,-5.975,0.005,2023-04-21,AMZN
638,-1397.0,101.0,108.0,0.005,-1.0050000000000001,-5.975,0.005,2023-04-14,AMZN
770,-1397.0,101.0,108.0,0.005,-1.0050000000000001,-5.975,0.005,2023-04-28,AMZN
572,-1397.0,101.0,108.0,0.005,-1.0050000000000001,-5.975,0.005,2023-04-06,AMZN
555,-1395.5,99.0,106.0,0.005,-3.015,-3.9499999999999997,0.005,2023-04-06,AMZN
687,-1395.5,99.0,106.0,0.005,-3.015,-3.9499999999999997,0.005,2023-04-21,AMZN
753,-1395.5,99.0,106.0,0.005,-3.015,-3.9499999999999997,0.005,2023-04-28,AMZN
621,-1395.5,99.0,106.0,0.005,-3.015,-3.9499999999999997,0.005,2023-04-14,AMZN
600,-1394.5,97.0,104.0,0.005,-5.025,-1.9300000000000002,0.005,2023-04-14,AMZN
732,-1394.5,97.0,104.0,0.005,-5.025,-1.9300000000000002,0.005,2023-04-28,AMZN
534,-1394.5,97.0,104.0,0.005,-5.025,-1.9300000000000002,0.005,2023-04-06,AMZN
666,-1394.5,97.0,104.0,0.005,-5.025,-1.9300000000000002,0.005,2023-04-21,AMZN
357,-1380.5,105.0,112.0,0.005,-3.555,-3.2600000000000002,0.005,2023-04-14,GOOGL
291,-1380.5,105.0,112.0,0.005,-3.555,-3.2600000000000002,0.005,2023-04-06,GOOGL
423,-1380.5,105.0,112.0,0.005,-3.555,-3.2600000000000002,0.005,2023-04-21,GOOGL
489,-1380.5,105.0,112.0,0.005,-3.555,-3.2600000000000002,0.005,2023-04-28,GOOGL
366,-1371.5,106.0,113.0,0.005,-2.5149999999999997,-4.21,0.005,2023-04-14,GOOGL
498,-1371.5,106.0,113.0,0.005,-2.5149999999999997,-4.21,0.005,2023-04-28,GOOGL
432,-1371.5,106.0,113.0,0.005,-2.5149999999999997,-4.21,0.005,2023-04-21,GOOGL
300,-1371.5,106.0,113.0,0.005,-2.5149999999999997,-4.21,0.005,2023-04-06,GOOGL
269,-1249.0,103.0,109.0,0.005,-5.8,-0.7,0.005,2023-04-06,GOOGL
335,-1249.0,103.0,109.0,0.005,-5.8,-0.7,0.005,2023-04-14,GOOGL
467,-1249.0,103.0,109.0,0.005,-5.8,-0.7,0.005,2023-04-28,GOOGL
401,-1249.0,103.0,109.0,0.005,-5.8,-0.7,0.005,2023-04-21,GOOGL
439,-1247.0,107.0,113.0,0.005,-2.27,-4.21,0.005,2023-04-21,GOOGL
505,-1247.0,107.0,113.0,0.005,-2.27,-4.21,0.005,2023-04-28,GOOGL
373,-1247.0,107.0,113.0,0.005,-2.27,-4.21,0.005,2023-04-14,GOOGL
307,-1247.0,107.0,113.0,0.005,-2.27,-4.21,0.005,2023-04-06,GOOGL
422,-1244.5,105.0,111.0,0.005,-3.555,-2.9000000000000004,0.005,2023-04-21,GOOGL
488,-1244.5,105.0,111.0,0.005,-3.555,-2.9000000000000004,0.005,2023-04-28,GOOGL
356,-1244.5,105.0,111.0,0.005,-3.555,-2.9000000000000004,0.005,2023-04-14,GOOGL
290,-1244.5,105.0,111.0,0.005,-3.555,-2.9000000000000004,0.005,2023-04-06,GOOGL
512,-1208.0,108.0,114.0,0.005,-0.54,-5.55,0.005,2023-04-28,GOOGL
314,-1208.0,108.0,114.0,0.005,-0.54,-5.55,0.005,2023-04-06,GOOGL
446,-1208.0,108.0,114.0,0.005,-0.54,-5.55,0.005,2023-04-21,GOOGL
380,-1208.0,108.0,114.0,0.005,-0.54,-5.55,0.005,2023-04-14,GOOGL
967,-1202.5000000000002,91.0,97.0,0.005,-1.4849999999999999,-4.550000000000001,0.005,2023-04-21,AMD
1033,-1202.5000000000002,91.0,97.0,0.005,-1.4849999999999999,-4.550000000000001,0.005,2023-04-28,AMD
835,-1202.5000000000002,91.0,97.0,0.005,-1.4849999999999999,-4.550000000000001,0.005,2023-04-06,AMD
901,-1202.5000000000002,91.0,97.0,0.005,-1.4849999999999999,-4.550000000000001,0.005,2023-04-14,AMD
959,-1201.5,90.0,96.0,0.005,-2.475,-3.55,0.005,2023-04-21,AMD
827,-1201.5,90.0,96.0,0.005,-2.475,-3.55,0.005,2023-04-06,AMD
893,-1201.5,90.0,96.0,0.005,-2.475,-3.55,0.005,2023-04-14,AMD
1025,-1201.5,90.0,96.0,0.005,-2.475,-3.55,0.005,2023-04-28,AMD
710,-1201.0,102.0,108.0,0.005,-0.09,-5.975,0.049999999999999996,2023-04-21,AMZN
644,-1201.0,102.0,108.0,0.005,-0.09,-5.975,0.049999999999999996,2023-04-14,AMZN
578,-1201.0,102.0,108.0,0.005,-0.09,-5.975,0.049999999999999996,2023-04-06,AMZN
776,-1201.0,102.0,108.0,0.005,-0.09,-5.975,0.049999999999999996,2023-04-28,AMZN
1006,-1200.0,88.0,94.0,0.005,-4.475,-1.535,0.005,2023-04-28,AMD
940,-1200.0,88.0,94.0,0.005,-4.475,-1.535,0.005,2023-04-21,AMD
874,-1200.0,88.0,94.0,0.005,-4.475,-1.535,0.005,2023-04-14,AMD
808,-1200.0,88.0,94.0,0.005,-4.475,-1.535,0.005,2023-04-06,AMD
544,-1199.5,98.0,104.0,0.005,-4.075,-1.9300000000000002,0.005,2023-04-06,AMZN
610,-1199.5,98.0,104.0,0.005,-4.075,-1.9300000000000002,0.005,2023-04-14,AMZN
676,-1199.5,98.0,104.0,0.005,-4.075,-1.9300000000000002,0.005,2023-04-21,AMZN
742,-1199.5,98.0,104.0,0.005,-4.075,-1.9300000000000002,0.005,2023-04-28,AMZN
884,-1199.0000000000002,89.0,95.0,0.005,-3.475,-2.5250000000000004,0.005,2023-04-14,AMD
818,-1199.0000000000002,89.0,95.0,0.005,-3.475,-2.5250000000000004,0.005,2023-04-06,AMD
842,-1199.0000000000002,92.0,98.0,0.005,-0.45,-5.550000000000001,0.005,2023-04-06,AMD
950,-1199.0000000000002,89.0,95.0,0.005,-3.475,-2.5250000000000004,0.005,2023-04-21,AMD
1016,-1199.0000000000002,89.0,95.0,0.005,-3.475,-2.5250000000000004,0.005,2023-04-28,AMD
1040,-1199.0000000000002,92.0,98.0,0.005,-0.45,-5.550000000000001,0.005,2023-04-28,AMD
974,-1199.0000000000002,92.0,98.0,0.005,-0.45,-5.550000000000001,0.005,2023-04-21,AMD
908,-1199.0000000000002,92.0,98.0,0.005,-0.45,-5.550000000000001,0.005,2023-04-14,AMD
629,-1198.9999999999998,100.0,106.0,0.005,-2.05,-3.9499999999999997,0.005,2023-04-14,AMZN
761,-1198.9999999999998,100.0,106.0,0.005,-2.05,-3.9499999999999997,0.005,2023-04-28,AMZN
695,-1198.9999999999998,100.0,106.0,0.005,-2.05,-3.9499999999999997,0.005,2023-04-21,AMZN
563,-1198.9999999999998,100.0,106.0,0.005,-2.05,-3.9499999999999997,0.005,2023-04-06,AMZN
995,-1198.5,87.0,93.0,0.005,-5.475,-0.52,0.005,2023-04-28,AMD
863,-1198.5,87.0,93.0,0.005,-5.475,-0.52,0.005,2023-04-14,AMD
797,-1198.5,87.0,93.0,0.005,-5.475,-0.52,0.005,2023-04-06,AMD
929,-1198.5,87.0,93.0,0.005,-5.475,-0.52,0.005,2023-04-21,AMD
571,-1197.0,101.0,107.0,0.005,-1.0050000000000001,-4.975,0.005,2023-04-06,AMZN
769,-1197.0,101.0,107.0,0.005,-1.0050000000000001,-4.975,0.005,2023-04-28,AMZN
637,-1197.0,101.0,107.0,0.005,-1.0050000000000001,-4.975,0.005,2023-04-14,AMZN
703,-1197.0,101.0,107.0,0.005,-1.0050000000000001,-4.975,0.005,2023-04-21,AMZN
731,-1195.0,97.0,103.0,0.005,-5.025,-0.935,0.005,2023-04-28,AMZN
533,-1195.0,97.0,103.0,0.005,-5.025,-0.935,0.005,2023-04-06,AMZN
599,-1195.0,97.0,103.0,0.005,-5.025,-0.935,0.005,2023-04-14,AMZN
665,-1195.0,97.0,103.0,0.005,-5.025,-0.935,0.005,2023-04-21,AMZN
478,-1194.0000000000002,104.0,110.0,0.005,-4.25,-1.7000000000000002,0.005,2023-04-28,GOOGL
412,-1194.0000000000002,104.0,110.0,0.005,-4.25,-1.7000000000000002,0.005,2023-04-21,GOOGL
346,-1194.0000000000002,104.0,110.0,0.005,-4.25,-1.7000000000000002,0.005,2023-04-14,GOOGL
280,-1194.0000000000002,104.0,110.0,0.005,-4.25,-1.7000000000000002,0.005,2023-04-06,GOOGL
752,-1193.4999999999998,99.0,105.0,0.005,-3.015,-2.9299999999999997,0.005,2023-04-28,AMZN
554,-1193.4999999999998,99.0,105.0,0.005,-3.015,-2.9299999999999997,0.005,2023-04-06,AMZN
686,-1193.4999999999998,99.0,105.0,0.005,-3.015,-2.9299999999999997,0.005,2023-04-21,AMZN
620,-1193.4999999999998,99.0,105.0,0.005,-3.015,-2.9299999999999997,0.005,2023-04-14,AMZN
299,-1176.5,106.0,112.0,0.005,-2.5149999999999997,-3.2600000000000002,0.005,2023-04-06,GOOGL
365,-1176.5,106.0,112.0,0.005,-2.5149999999999997,-3.2600000000000002,0.005,2023-04-14,GOOGL
431,-1176.5,106.0,112.0,0.005,-2.5149999999999997,-3.2600000000000002,0.005,2023-04-21,GOOGL
497,-1176.5,106.0,112.0,0.005,-2.5149999999999997,-3.2600000000000002,0.005,2023-04-28,GOOGL
22,-1059.9999999999998,155.0,160.0,4.425000000000001,-10.024999999999999,-0.005,0.005,2023-04-06,AAPL
88,-1059.9999999999998,155.0,160.0,4.425000000000001,-10.024999999999999,-0.005,0.005,2023-04-14,AAPL
154,-1059.9999999999998,155.0,160.0,4.425000000000001,-10.024999999999999,-0.005,0.005,2023-04-21,AAPL
220,-1059.9999999999998,155.0,160.0,4.425000000000001,-10.024999999999999,-0.005,0.005,2023-04-28,AAPL
244,-1055.5,162.5,167.5,0.005,-2.095,-3.4699999999999998,0.005,2023-04-28,AAPL
46,-1055.5,162.5,167.5,0.005,-2.095,-3.4699999999999998,0.005,2023-04-06,AAPL
112,-1055.5,162.5,167.5,0.005,-2.095,-3.4699999999999998,0.005,2023-04-14,AAPL
178,-1055.5,162.5,167.5,0.005,-2.095,-3.4699999999999998,0.005,2023-04-21,AAPL
306,-1052.0,107.0,112.0,0.005,-2.27,-3.2600000000000002,0.005,2023-04-06,GOOGL
372,-1052.0,107.0,112.0,0.005,-2.27,-3.2600000000000002,0.005,2023-04-14,GOOGL
504,-1052.0,107.0,112.0,0.005,-2.27,-3.2600000000000002,0.005,2023-04-28,GOOGL
438,-1052.0,107.0,112.0,0.005,-2.27,-3.2600000000000002,0.005,2023-04-21,GOOGL
496,-1040.5,106.0,111.0,0.005,-2.5149999999999997,-2.9000000000000004,0.005,2023-04-28,GOOGL
364,-1040.5,106.0,111.0,0.005,-2.5149999999999997,-2.9000000000000004,0.005,2023-04-14,GOOGL
430,-1040.5,106.0,111.0,0.005,-2.5149999999999997,-2.9000000000000004,0.005,2023-04-21,GOOGL
298,-1040.5,106.0,111.0,0.005,-2.5149999999999997,-2.9000000000000004,0.005,2023-04-06,GOOGL
163,-1038.0,157.5,162.5,2.095,-7.475,-0.005,0.005,2023-04-21,AAPL
229,-1038.0,157.5,162.5,2.095,-7.475,-0.005,0.005,2023-04-28,AAPL
97,-1038.0,157.5,162.5,2.095,-7.475,-0.005,0.005,2023-04-14,AAPL
31,-1038.0,157.5,162.5,2.095,-7.475,-0.005,0.005,2023-04-06,AAPL
334,-1026.0,103.0,108.0,0.54,-5.8,-0.005,0.005,2023-04-14,GOOGL
466,-1026.0,103.0,108.0,0.54,-5.8,-0.005,0.005,2023-04-28,GOOGL
400,-1026.0,103.0,108.0,0.54,-5.8,-0.005,0.005,2023-04-21,GOOGL
268,-1026.0,103.0,108.0,0.54,-5.8,-0.005,0.005,2023-04-06,GOOGL
355,-1024.5,105.0,110.0,0.005,-3.555,-1.7000000000000002,0.005,2023-04-14,GOOGL
487,-1024.5,105.0,110.0,0.005,-3.555,-1.7000000000000002,0.005,2023-04-28,GOOGL
289,-1024.5,105.0,110.0,0.005,-3.555,-1.7000000000000002,0.005,2023-04-06,GOOGL
421,-1024.5,105.0,110.0,0.005,-3.555,-1.7000000000000002,0.005,2023-04-21,GOOGL
118,-1024.0,165.0,170.0,0.005,-0.005,-5.7,0.45999999999999996,2023-04-14,AAPL
52,-1024.0,165.0,170.0,0.005,-0.005,-5.7,0.45999999999999996,2023-04-06,AAPL
250,-1024.0,165.0,170.0,0.005,-0.005,-5.7,0.45999999999999996,2023-04-28,AAPL
184,-1024.0,165.0,170.0,0.005,-0.005,-5.7,0.45999999999999996,2023-04-21,AAPL
130,-1010.0,172.5,177.5,0.005,-0.005,-12.6,7.5,2023-04-14,AAPL
262,-1010.0,172.5,177.5,0.005,-0.005,-12.6,7.5,2023-04-28,AAPL
64,-1010.0,172.5,177.5,0.005,-0.005,-12.6,7.5,2023-04-06,AAPL
196,-1010.0,172.5,177.5,0.005,-0.005,-12.6,7.5,2023-04-21,AAPL
715,-1003.9999999999999,103.0,108.0,0.005,-0.005,-5.975,0.935,2023-04-21,AMZN
781,-1003.9999999999999,103.0,108.0,0.005,-0.005,-5.975,0.935,2023-04-28,AMZN
583,-1003.9999999999999,103.0,108.0,0.005,-0.005,-5.975,0.935,2023-04-06,AMZN
649,-1003.9999999999999,103.0,108.0,0.005,-0.005,-5.975,0.935,2023-04-14,AMZN
847,-1003.0000000000001,93.0,98.0,0.005,-0.005,-5.550000000000001,0.52,2023-04-06,AMD
979,-1003.0000000000001,93.0,98.0,0.005,-0.005,-5.550000000000001,0.52,2023-04-21,AMD
1045,-1003.0000000000001,93.0,98.0,0.005,-0.005,-5.550000000000001,0.52,2023-04-28,AMD
913,-1003.0000000000001,93.0,98.0,0.005,-0.005,-5.550000000000001,0.52,2023-04-14,AMD
834,-1002.4999999999999,91.0,96.0,0.005,-1.4849999999999999,-3.55,0.005,2023-04-06,AMD
994,-1002.4999999999999,87.0,92.0,0.45,-5.475,-0.005,0.005,2023-04-28,AMD
1032,-1002.4999999999999,91.0,96.0,0.005,-1.4849999999999999,-3.55,0.005,2023-04-28,AMD
796,-1002.4999999999999,87.0,92.0,0.45,-5.475,-0.005,0.005,2023-04-06,AMD
900,-1002.4999999999999,91.0,96.0,0.005,-1.4849999999999999,-3.55,0.005,2023-04-14,AMD
862,-1002.4999999999999,87.0,92.0,0.45,-5.475,-0.005,0.005,2023-04-14,AMD
966,-1002.4999999999999,91.0,96.0,0.005,-1.4849999999999999,-3.55,0.005,2023-04-21,AMD
928,-1002.4999999999999,87.0,92.0,0.45,-5.475,-0.005,0.005,2023-04-21,AMD
577,-1001.0,102.0,107.0,0.005,-0.09,-4.975,0.049999999999999996,2023-04-06,AMZN
709,-1001.0,102.0,107.0,0.005,-0.09,-4.975,0.049999999999999996,2023-04-21,AMZN
643,-1001.0,102.0,107.0,0.005,-0.09,-4.975,0.049999999999999996,2023-04-14,AMZN
775,-1001.0,102.0,107.0,0.005,-0.09,-4.975,0.049999999999999996,2023-04-28,AMZN
817,-1000.0,89.0,94.0,0.005,-3.475,-1.535,0.005,2023-04-06,AMD
883,-1000.0,89.0,94.0,0.005,-3.475,-1.535,0.005,2023-04-14,AMD
609,-1000.0,98.0,103.0,0.005,-4.075,-0.935,0.005,2023-04-14,AMZN
543,-1000.0,98.0,103.0,0.005,-4.075,-0.935,0.005,2023-04-06,AMZN
675,-1000.0,98.0,103.0,0.005,-4.075,-0.935,0.005,2023-04-21,AMZN
741,-1000.0,98.0,103.0,0.005,-4.075,-0.935,0.005,2023-04-28,AMZN
1015,-1000.0,89.0,94.0,0.005,-3.475,-1.535,0.005,2023-04-28,AMD
949,-1000.0,89.0,94.0,0.005,-3.475,-1.535,0.005,2023-04-21,AMD
826,-999.0000000000002,90.0,95.0,0.005,-2.475,-2.5250000000000004,0.005,2023-04-06,AMD
1024,-999.0000000000002,90.0,95.0,0.005,-2.475,-2.5250000000000004,0.005,2023-04-28,AMD
892,-999.0000000000002,90.0,95.0,0.005,-2.475,-2.5250000000000004,0.005,2023-04-14,AMD
958,-999.0000000000002,90.0,95.0,0.005,-2.475,-2.5250000000000004,0.005,2023-04-21,AMD
907,-999.0000000000002,92.0,97.0,0.005,-0.45,-4.550000000000001,0.005,2023-04-14,AMD
841,-999.0000000000002,92.0,97.0,0.005,-0.45,-4.550000000000001,0.005,2023-04-06,AMD
1039,-999.0000000000002,92.0,97.0,0.005,-0.45,-4.550000000000001,0.005,2023-04-28,AMD
973,-999.0000000000002,92.0,97.0,0.005,-0.45,-4.550000000000001,0.005,2023-04-21,AMD
807,-998.5,88.0,93.0,0.005,-4.475,-0.52,0.005,2023-04-06,AMD
1005,-998.5,88.0,93.0,0.005,-4.475,-0.52,0.005,2023-04-28,AMD
939,-998.5,88.0,93.0,0.005,-4.475,-0.52,0.005,2023-04-21,AMD
873,-998.5,88.0,93.0,0.005,-4.475,-0.52,0.005,2023-04-14,AMD
730,-998.0,97.0,102.0,0.09,-5.025,-0.049999999999999996,0.005,2023-04-28,AMZN
664,-998.0,97.0,102.0,0.09,-5.025,-0.049999999999999996,0.005,2023-04-21,AMZN
532,-998.0,97.0,102.0,0.09,-5.025,-0.049999999999999996,0.005,2023-04-06,AMZN
598,-998.0,97.0,102.0,0.09,-5.025,-0.049999999999999996,0.005,2023-04-14,AMZN
628,-996.9999999999999,100.0,105.0,0.005,-2.05,-2.9299999999999997,0.005,2023-04-14,AMZN
760,-996.9999999999999,100.0,105.0,0.005,-2.05,-2.9299999999999997,0.005,2023-04-28,AMZN
694,-996.9999999999999,100.0,105.0,0.005,-2.05,-2.9299999999999997,0.005,2023-04-21,AMZN
562,-996.9999999999999,100.0,105.0,0.005,-2.05,-2.9299999999999997,0.005,2023-04-06,AMZN
768,-994.5,101.0,106.0,0.005,-1.0050000000000001,-3.9499999999999997,0.005,2023-04-28,AMZN
636,-994.5,101.0,106.0,0.005,-1.0050000000000001,-3.9499999999999997,0.005,2023-04-14,AMZN
570,-994.5,101.0,106.0,0.005,-1.0050000000000001,-3.9499999999999997,0.005,2023-04-06,AMZN
702,-994.5,101.0,106.0,0.005,-1.0050000000000001,-3.9499999999999997,0.005,2023-04-21,AMZN
345,-994.0000000000001,104.0,109.0,0.005,-4.25,-0.7,0.005,2023-04-14,GOOGL
477,-994.0000000000001,104.0,109.0,0.005,-4.25,-0.7,0.005,2023-04-28,GOOGL
411,-994.0000000000001,104.0,109.0,0.005,-4.25,-0.7,0.005,2023-04-21,GOOGL
279,-994.0000000000001,104.0,109.0,0.005,-4.25,-0.7,0.005,2023-04-06,GOOGL
553,-993.5,99.0,104.0,0.005,-3.015,-1.9300000000000002,0.005,2023-04-06,AMZN
619,-993.5,99.0,104.0,0.005,-3.015,-1.9300000000000002,0.005,2023-04-14,AMZN
685,-993.5,99.0,104.0,0.005,-3.015,-1.9300000000000002,0.005,2023-04-21,AMZN
751,-993.5,99.0,104.0,0.005,-3.015,-1.9300000000000002,0.005,2023-04-28,AMZN
171,-987.5,160.0,165.0,0.005,-4.425000000000001,-0.45999999999999996,0.005,2023-04-21,AAPL
105,-987.5,160.0,165.0,0.005,-4.425000000000001,-0.45999999999999996,0.005,2023-04-14,AAPL
39,-987.5,160.0,165.0,0.005,-4.425000000000001,-0.45999999999999996,0.005,2023-04-06,AAPL
237,-987.5,160.0,165.0,0.005,-4.425000000000001,-0.45999999999999996,0.005,2023-04-28,AAPL
517,-985.0,109.0,114.0,0.005,-0.005,-5.55,0.7,2023-04-28,GOOGL
319,-985.0,109.0,114.0,0.005,-0.005,-5.55,0.7,2023-04-06,GOOGL
451,-985.0,109.0,114.0,0.005,-0.005,-5.55,0.7,2023-04-21,GOOGL
385,-985.0,109.0,114.0,0.005,-0.005,-5.55,0.7,2023-04-14,GOOGL
511,-974.0,108.0,113.0,0.005,-0.54,-4.21,0.005,2023-04-28,GOOGL
445,-974.0,108.0,113.0,0.005,-0.54,-4.21,0.005,2023-04-21,GOOGL
313,-974.0,108.0,113.0,0.005,-0.54,-4.21,0.005,2023-04-06,GOOGL
379,-974.0,108.0,113.0,0.005,-0.54,-4.21,0.005,2023-04-14,GOOGL
127,-972.5000000000001,170.0,175.0,0.005,-0.005,-10.425,5.7,2023-04-14,AAPL
61,-972.5000000000001,170.0,175.0,0.005,-0.005,-10.425,5.7,2023-04-06,AAPL
259,-972.5000000000001,170.0,175.0,0.005,-0.005,-10.425,5.7,2023-04-28,AAPL
193,-972.5000000000001,170.0,175.0,0.005,-0.005,-10.425,5.7,2023-04-21,AAPL
210,-970.0000000000001,152.5,157.5,7.475,-12.175,-0.005,0.005,2023-04-28,AAPL
78,-970.0000000000001,152.5,157.5,7.475,-12.175,-0.005,0.005,2023-04-14,AAPL
12,-970.0000000000001,152.5,157.5,7.475,-12.175,-0.005,0.005,2023-04-06,AAPL
144,-970.0000000000001,152.5,157.5,7.475,-12.175,-0.005,0.005,2023-04-21,AAPL
67,-967.5000000000001,150.0,155.0,10.024999999999999,-14.7,-0.005,0.005,2023-04-14,AAPL
199,-967.5000000000001,150.0,155.0,10.024999999999999,-14.7,-0.005,0.005,2023-04-28,AAPL
